customer_id,company_name,company_size,industry,signup_date,region,ARR,plan_type,onboarding_completion_days,customer_health_score,acquisition_channel,account_manager
CUS-00224,Ashley-Silva,1-50,Retail,2024-06-01,North America,33488,Growth,17,66,Event,Mr. Sean Simmons
CUS-00225,"Dyer, Leon and Orr",201-500,Finance,2023-12-27,North America,17388,Growth,14,89,Referral,Marcus Chase
CUS-00226,"Crawford, Bradshaw and Crawford",51-200,Healthcare,2024-05-17,EMEA,12448,Starter,6,25,Partner,Robert Brown
CUS-00227,Hardin-Powers,1001-5000,Technology,2024-04-21,EMEA,386462,Enterprise,19,81,Outbound,Amanda Adkins
CUS-00228,"Keller, Barton and Gallegos",501-1000,Media,2024-08-14,APAC,46128,Growth,14,21,Inbound,Marcus Chase
CUS-00229,"Patton, Tucker and Paul",1001-5000,Education,2022-04-21,North America,463949,Enterprise,23,73,Partner,James Smith
CUS-00230,"Mullins, Miller and Spencer",1-50,Manufacturing,2022-07-21,North America,104288,Professional,55,85,Content,Amanda White
CUS-00231,Porter Inc,501-1000,Education,2022-05-05,EMEA,88290,Professional,16,91,Referral,Mark Perez
CUS-00232,Anderson-Little,201-500,Manufacturing,2024-04-04,North America,55381,Growth,13,73,Outbound,Patrick Smith
CUS-00233,Parker Inc,1001-5000,Technology,2023-11-26,APAC,213711,Professional,44,65,Event,Marcus Chase
CUS-00234,Burton and Sons,201-500,Healthcare,2022-08-12,EMEA,28862,Growth,11,70,Event,Kenneth Carlson
CUS-00235,Morton-Williams,201-500,Logistics,2023-05-25,APAC,14402,Starter,5,89,Outbound,Andrew Adams
CUS-00236,Maldonado LLC,1-50,Education,2023-01-28,EMEA,78086,Professional,1,71,Inbound,Lisa Bennett
CUS-00237,Adams LLC,501-1000,Education,2023-01-25,APAC,26458,Growth,6,76,Inbound,Mark Perez
CUS-00238,Roberts-Richmond,51-200,Manufacturing,2025-01-03,North America,8736,Starter,8,45,Paid Search,Dominique Alexander
CUS-00239,Chen Ltd,1-50,Healthcare,2024-07-07,APAC,127079,Professional,46,86,Paid Search,Kristin Gutierrez
CUS-00240,Blake PLC,1-50,Media,2022-10-15,North America,6865,Starter,4,65,Outbound,Kenneth Carlson
CUS-00241,Gonzalez-Lynch,5000+,Retail,2024-05-14,EMEA,645105,Enterprise,59,64,Outbound,Dawn Moore
CUS-00242,"Reed, Ward and Powell",51-200,Retail,2023-01-11,North America,520704,Enterprise,114,85,Event,Todd Shah
CUS-00243,"Chan, Harris and Johnson",1001-5000,Professional Services,2023-07-25,EMEA,472698,Enterprise,67,86,Content,Lisa Bennett
CUS-00244,"Williams, Irwin and Jones",5000+,Professional Services,2024-08-05,North America,29324,Growth,19,73,Event,Patrick Smith
CUS-00245,Foster-Wheeler,5000+,Education,2023-05-27,North America,13369,Starter,4,51,Referral,Christopher Hughes
CUS-00246,Richard Ltd,1001-5000,Real Estate,2022-06-04,LATAM,135078,Enterprise,89,92,Outbound,Amanda White
CUS-00247,"Hunt, Mason and Kim",1001-5000,Logistics,2024-06-26,North America,37923,Growth,10,47,Partner,Kenneth Carlson
CUS-00248,"Chavez, Riley and Mitchell",51-200,Real Estate,2025-02-01,APAC,396616,Enterprise,35,74,Outbound,Kenneth Carlson
CUS-00249,Becker-Hamilton,51-200,Logistics,2022-07-20,LATAM,193785,Enterprise,87,75,Event,Robert Young
CUS-00250,"Ellis, Wright and Castillo",501-1000,Logistics,2022-04-14,North America,432298,Enterprise,40,91,Outbound,Robert Morris
CUS-00251,Guerrero-Hess,201-500,Healthcare,2025-01-12,EMEA,39967,Growth,13,47,Paid Search,Marcus Chase
CUS-00252,Smith-Sweeney,1-50,Education,2022-01-31,North America,16987,Growth,23,65,Outbound,Andrew Adams
CUS-00253,Sherman-Wiggins,501-1000,Healthcare,2022-07-11,North America,247536,Enterprise,34,66,Event,Andrew Adams
CUS-00254,Bell LLC,201-500,Manufacturing,2023-04-30,North America,66939,Growth,12,63,Outbound,Amanda Adkins
CUS-00255,Abbott and Sons,1001-5000,Media,2022-12-07,LATAM,9369,Starter,5,57,Partner,Mr. Sean Simmons
CUS-00256,Flores Inc,201-500,Logistics,2024-04-12,North America,140701,Professional,24,50,Referral,Amanda Adkins
CUS-00257,Morales PLC,201-500,Real Estate,2024-09-21,EMEA,556299,Enterprise,55,92,Inbound,Kristin Gutierrez
CUS-00258,"Martin, Austin and Smith",201-500,Healthcare,2024-09-12,EMEA,114784,Professional,43,76,Content,Kenneth Carlson
CUS-00259,Hill PLC,201-500,Professional Services,2023-03-14,APAC,142766,Professional,46,57,Referral,Amber Robertson
CUS-00260,Howard and Sons,5000+,Manufacturing,2024-04-01,North America,4773,Starter,7,46,Partner,Danny Smith
CUS-00261,"Sweeney, Vargas and Bridges",1-50,Media,2022-05-01,EMEA,92248,Professional,19,92,Paid Search,Dawn Moore
CUS-00262,Reynolds-Lewis,201-500,Retail,2022-12-04,EMEA,127577,Enterprise,69,80,Paid Search,Amanda White
CUS-00263,Shaw-Archer,501-1000,Professional Services,2024-02-16,EMEA,5427,Starter,7,37,Partner,Lisa Nolan
CUS-00264,"Medina, Zamora and Barrett",201-500,Real Estate,2022-01-05,LATAM,26846,Growth,14,50,Paid Search,James Smith
CUS-00265,Gonzalez and Sons,51-200,Real Estate,2024-03-10,APAC,297092,Enterprise,32,83,Inbound,Amanda Adkins
CUS-00266,Anderson-Dominguez,51-200,Healthcare,2023-06-28,North America,101460,Professional,9,81,Inbound,Andrew Adams
CUS-00267,"Smith, Little and Campbell",51-200,Professional Services,2024-07-20,EMEA,99280,Professional,27,75,Referral,Brent Smith
CUS-00268,Parks Ltd,51-200,Technology,2023-08-08,North America,104792,Professional,16,65,Outbound,Jeffery Garza
CUS-00269,Doyle-Hill,1001-5000,Technology,2024-05-16,North America,34549,Growth,11,74,Partner,Mark Perez
CUS-00270,Larson-Espinoza,201-500,Technology,2025-02-12,EMEA,36516,Growth,22,57,Outbound,Lisa Nolan
CUS-00271,"Robertson, Carlson and Anderson",51-200,Logistics,2024-09-23,North America,71486,Professional,27,57,Partner,Danny Smith
CUS-00272,Williams-Tyler,201-500,Media,2022-11-14,North America,77594,Professional,40,93,Event,Brent Smith
CUS-00273,Thompson Ltd,1-50,Logistics,2023-01-24,LATAM,370191,Enterprise,61,81,Referral,Amanda Adkins
CUS-00274,Robinson-Curtis,1001-5000,Media,2023-08-31,North America,372209,Enterprise,67,62,Content,Patrick Smith
CUS-00275,Villarreal Ltd,201-500,Manufacturing,2023-03-22,LATAM,22255,Growth,10,64,Event,Andrew Adams
CUS-00276,Johnson-Fox,5000+,Education,2022-04-30,EMEA,47455,Growth,20,62,Outbound,Danny Smith
CUS-00277,"Craig, Crawford and Reynolds",51-200,Retail,2025-04-01,EMEA,128876,Professional,31,64,Outbound,Mr. Sean Simmons
CUS-00278,"Cook, Griffin and Larson",1001-5000,Finance,2025-01-15,APAC,74015,Professional,25,73,Outbound,Mr. Sean Simmons
CUS-00279,Smith-Archer,51-200,Professional Services,2022-05-05,North America,92967,Professional,31,56,Paid Search,Marcus Chase
CUS-00280,Hensley Group,1-50,Finance,2023-10-05,North America,202049,Professional,19,83,Inbound,Mr. Sean Simmons
CUS-00281,Edwards Group,1-50,Education,2022-04-28,North America,396679,Enterprise,48,73,Outbound,Marcus Chase
CUS-00282,"Walters, Kirby and Watts",201-500,Retail,2022-04-13,North America,37327,Growth,13,37,Paid Search,Jeffery Garza
CUS-00283,Sanders-Smith,51-200,Retail,2025-04-11,LATAM,26262,Growth,11,58,Referral,Dominique Alexander
CUS-00284,Kidd-Mason,201-500,Finance,2024-09-03,APAC,8962,Starter,11,42,Outbound,Christopher Hughes
CUS-00285,Torres and Sons,501-1000,Logistics,2024-10-26,North America,169717,Professional,23,25,Inbound,Marcus Chase
CUS-00286,"Lopez, Fields and Edwards",51-200,Healthcare,2024-12-23,North America,10404,Starter,12,49,Paid Search,Lisa Nolan
CUS-00287,"Walton, Poole and Schmidt",51-200,Professional Services,2022-11-19,North America,31703,Growth,14,77,Paid Search,Amber Robertson
CUS-00288,Carter and Sons,1001-5000,Media,2022-04-27,North America,32587,Growth,12,60,Outbound,Lisa Bennett
CUS-00289,Davis-Martin,201-500,Logistics,2024-11-06,EMEA,79212,Growth,11,72,Partner,Danny Smith
CUS-00290,Kim Group,1001-5000,Real Estate,2022-06-14,North America,101403,Professional,32,70,Paid Search,Kenneth Carlson
CUS-00291,Williams-Howard,201-500,Logistics,2023-01-16,EMEA,7479,Starter,9,45,Event,Todd Shah
CUS-00292,Herrera PLC,201-500,Education,2022-05-21,North America,7950,Starter,1,41,Event,Lisa Bennett
CUS-00293,"Gilbert, Jackson and Adams",51-200,Logistics,2025-05-03,North America,131425,Professional,28,50,Partner,Mark Perez
CUS-00294,Rodriguez-Vaughn,1001-5000,Media,2022-05-20,EMEA,19713,Growth,2,75,Paid Search,James Smith
CUS-00295,Willis PLC,1001-5000,Logistics,2023-04-27,EMEA,11708,Starter,9,62,Outbound,Amber Robertson
CUS-00296,"Hernandez, Scott and Duncan",5000+,Manufacturing,2024-04-06,LATAM,25227,Growth,19,57,Inbound,Christopher Hughes
CUS-00297,Koch Ltd,201-500,Education,2022-09-03,APAC,52175,Professional,28,39,Referral,Patrick Smith
CUS-00298,"Avila, Nunez and Gutierrez",501-1000,Manufacturing,2025-03-12,North America,7096,Starter,7,59,Partner,Mark Perez
CUS-00299,Perez Ltd,201-500,Technology,2023-05-20,North America,100968,Professional,11,56,Paid Search,James Smith
CUS-00300,Foley-Jenkins,201-500,Education,2025-03-31,APAC,16296,Starter,5,54,Inbound,Amber Robertson
CUS-00301,Rocha Group,1001-5000,Logistics,2025-05-02,LATAM,13767,Starter,5,28,Paid Search,Robert Morris
CUS-00302,Snyder and Sons,51-200,Manufacturing,2022-03-23,APAC,29325,Growth,11,63,Outbound,Jeffery Garza
CUS-00303,Leon LLC,51-200,Retail,2025-06-22,North America,45673,Growth,18,60,Referral,Dawn Moore
CUS-00304,Hamilton-Johnson,51-200,Manufacturing,2022-06-17,LATAM,88261,Professional,42,33,Inbound,Lisa Nolan
CUS-00305,Cochran Group,501-1000,Retail,2024-05-08,North America,59853,Professional,34,94,Referral,Todd Shah
CUS-00306,"Smith, Morris and Allen",201-500,Logistics,2025-04-10,EMEA,377778,Enterprise,47,69,Referral,Danny Smith
CUS-00307,"Parker, Mcmillan and Anderson",51-200,Media,2025-03-03,APAC,19186,Growth,9,58,Outbound,Jeffery Garza
CUS-00308,"Mcdonald, Ball and Martinez",5000+,Real Estate,2024-12-06,North America,42873,Growth,14,70,Inbound,Marcus Chase
CUS-00309,"Jackson, Carter and Fowler",201-500,Manufacturing,2023-10-10,APAC,132586,Professional,31,69,Partner,Kenneth Carlson
CUS-00310,Odonnell-Bradshaw,51-200,Manufacturing,2023-06-19,North America,23885,Growth,12,67,Paid Search,Robert Brown
CUS-00311,"Fry, Stevens and Lutz",501-1000,Manufacturing,2023-02-23,LATAM,34199,Growth,10,44,Outbound,James Smith
CUS-00312,"Simpson, Martin and Wilson",501-1000,Education,2023-10-06,North America,10488,Starter,8,49,Outbound,Amber Robertson
CUS-00313,Johnson-White,1-50,Media,2023-05-04,LATAM,13569,Starter,8,23,Outbound,Robert Brown
CUS-00314,Morrow-Travis,201-500,Education,2023-06-28,North America,242536,Enterprise,26,70,Content,Kenneth Carlson
CUS-00315,Miller Ltd,1-50,Healthcare,2024-03-21,EMEA,462546,Enterprise,46,95,Outbound,Patrick Smith
CUS-00316,Bradley-Gregory,201-500,Technology,2022-09-26,EMEA,63074,Professional,36,47,Inbound,Andrew Adams
CUS-00317,Drake and Sons,51-200,Real Estate,2023-09-07,EMEA,42660,Growth,19,56,Event,Amanda Adkins
CUS-00318,Dawson LLC,51-200,Media,2024-07-25,North America,14506,Starter,7,20,Referral,Elizabeth Martinez
CUS-00319,Hooper-Dickerson,201-500,Retail,2023-10-10,EMEA,7911,Starter,8,52,Inbound,Mark Perez
CUS-00320,Thompson-Dean,1001-5000,Retail,2022-05-29,North America,49796,Growth,15,68,Content,Jeffery Garza
CUS-00321,Hansen-Wagner,501-1000,Logistics,2022-01-20,EMEA,18734,Growth,19,67,Referral,Marcus Chase
CUS-00322,"Liu, Reed and Brown",1001-5000,Education,2024-07-27,North America,146940,Professional,15,60,Partner,Kenneth Carlson
CUS-00323,"Stewart, Powell and Beck",501-1000,Education,2025-06-26,LATAM,165444,Professional,30,37,Outbound,Amanda White
CUS-00324,"Wagner, Henson and Harris",1-50,Real Estate,2025-02-27,North America,36682,Growth,9,43,Paid Search,Amanda Adkins
CUS-00325,Parker-Donovan,51-200,Technology,2022-07-24,North America,350196,Enterprise,78,92,Outbound,Lisa Bennett
CUS-00326,Martinez LLC,1001-5000,Logistics,2022-05-31,North America,111555,Professional,16,83,Outbound,Lisa Bennett
CUS-00327,Robbins-Reyes,501-1000,Technology,2025-01-06,North America,80952,Professional,32,68,Inbound,Robert Young
CUS-00328,"Jackson, Parker and Johnson",5000+,Media,2023-03-13,North America,250583,Professional,18,72,Event,Amanda White
CUS-00329,Andrade and Sons,51-200,Manufacturing,2024-11-02,EMEA,26468,Growth,18,46,Referral,Brent Smith
CUS-00330,Monroe-Contreras,51-200,Logistics,2023-06-28,APAC,15858,Starter,8,71,Referral,Jeffery Garza
CUS-00331,Barker Ltd,51-200,Healthcare,2022-09-29,EMEA,25073,Growth,15,51,Inbound,Kenneth Carlson
CUS-00332,Trujillo-Hardy,51-200,Finance,2023-12-16,EMEA,174872,Professional,49,76,Referral,Andrew Conway
CUS-00333,Higgins Group,51-200,Finance,2022-05-21,North America,20225,Starter,5,32,Event,Jeffery Garza
CUS-00334,James-Conrad,201-500,Education,2023-05-16,EMEA,11446,Starter,9,49,Outbound,Jeffery Garza
CUS-00335,Johnson-Tyler,501-1000,Manufacturing,2024-01-27,North America,11055,Starter,10,70,Event,Brent Smith
CUS-00336,"Dunn, Santos and Todd",51-200,Real Estate,2023-08-07,APAC,7155,Starter,9,37,Outbound,Christopher Hughes
CUS-00337,Chung-Ramirez,1-50,Manufacturing,2022-11-20,North America,257351,Enterprise,40,85,Event,Dominique Alexander
CUS-00338,Hernandez LLC,501-1000,Finance,2024-06-16,North America,110990,Professional,25,53,Inbound,Amber Robertson
CUS-00339,Zimmerman-Grant,201-500,Education,2025-01-17,North America,54142,Growth,10,48,Referral,Amber Robertson
CUS-00340,Spence Inc,201-500,Education,2023-09-12,APAC,8254,Starter,6,51,Content,Robert Young
CUS-00341,"Freeman, Wong and Lynn",201-500,Finance,2025-06-06,North America,70387,Growth,9,76,Content,Amber Robertson
CUS-00342,"Coleman, Campbell and Gray",1001-5000,Professional Services,2024-12-19,EMEA,26251,Growth,11,57,Outbound,Patrick Smith
CUS-00343,Maxwell Ltd,201-500,Manufacturing,2022-01-17,North America,10836,Starter,11,61,Partner,Jeffery Garza
CUS-00344,Leon-Lewis,1001-5000,Retail,2025-02-09,EMEA,35249,Growth,12,79,Inbound,Lisa Bennett
CUS-00345,Kelly-Jones,201-500,Media,2023-09-06,APAC,31365,Growth,14,50,Paid Search,Robert Morris
CUS-00346,"Hicks, Anderson and Coleman",51-200,Real Estate,2022-08-01,North America,48903,Professional,19,47,Referral,Robert Brown
CUS-00347,Parrish PLC,51-200,Real Estate,2022-10-03,EMEA,80519,Professional,27,64,Outbound,Dominique Alexander
CUS-00348,Stuart-Smith,201-500,Manufacturing,2023-06-26,LATAM,10724,Starter,9,71,Inbound,Lisa Nolan
CUS-00349,"Aguilar, Mcmahon and Nguyen",201-500,Retail,2022-08-25,EMEA,31426,Growth,16,49,Content,Lisa Nolan
CUS-00350,Wright-Reeves,501-1000,Logistics,2022-08-08,EMEA,124941,Professional,43,85,Partner,Lisa Nolan
CUS-00351,Gaines Ltd,51-200,Manufacturing,2025-02-07,EMEA,42357,Growth,7,58,Outbound,Patrick Smith
CUS-00352,Carr-Ramirez,501-1000,Retail,2022-11-15,EMEA,344777,Enterprise,38,98,Outbound,Andrew Conway
CUS-00353,"Brady, Humphrey and Williams",501-1000,Finance,2023-07-12,North America,71402,Professional,23,98,Outbound,Amanda Adkins
CUS-00354,"James, Nelson and Thomas",501-1000,Professional Services,2023-08-01,APAC,17193,Starter,11,67,Referral,Marcus Chase
CUS-00355,Moore-Lucas,201-500,Manufacturing,2025-05-23,North America,6223,Starter,7,27,Paid Search,Amber Robertson
CUS-00356,"Long, Wolf and Morales",5000+,Professional Services,2023-03-08,North America,81192,Professional,12,33,Paid Search,Lisa Nolan
CUS-00357,"Franklin, Galloway and Brooks",201-500,Technology,2023-12-04,APAC,7427,Starter,10,52,Partner,Mark Perez
CUS-00358,Murphy PLC,1-50,Professional Services,2023-02-21,North America,129857,Professional,29,83,Event,Kenneth Carlson
CUS-00359,Arroyo-Garcia,1001-5000,Manufacturing,2023-06-25,North America,594597,Enterprise,74,81,Partner,Patrick Smith
CUS-00360,Gonzales-Moore,51-200,Education,2024-11-01,EMEA,94102,Professional,45,59,Outbound,Jeffery Garza
CUS-00361,Cooper-Farmer,501-1000,Technology,2024-09-27,APAC,35222,Growth,8,39,Content,Amanda Adkins
CUS-00362,Larson-Rodriguez,51-200,Healthcare,2023-05-30,APAC,116192,Professional,45,83,Outbound,Todd Shah
CUS-00363,Little Group,1-50,Finance,2022-04-15,LATAM,61108,Growth,13,89,Outbound,Andrew Adams
CUS-00364,Orozco Group,51-200,Professional Services,2022-07-09,APAC,17470,Growth,11,51,Content,Lisa Nolan
CUS-00365,Ayala-Schmitt,201-500,Technology,2024-05-17,North America,486581,Enterprise,58,86,Inbound,Danny Smith
CUS-00366,"Shepard, Hernandez and Houston",1-50,Healthcare,2023-07-21,North America,37078,Growth,7,98,Event,Amber Robertson
CUS-00367,"Gutierrez, Rivers and Russell",51-200,Retail,2022-04-01,APAC,329354,Enterprise,54,71,Content,Dawn Moore
CUS-00368,"Diaz, York and Bennett",501-1000,Professional Services,2022-01-08,North America,420357,Enterprise,49,71,Partner,Robert Young
CUS-00369,"Long, Williams and Sanchez",501-1000,Manufacturing,2023-11-15,EMEA,12960,Starter,4,60,Inbound,Amanda Adkins
CUS-00370,Stevenson Inc,501-1000,Manufacturing,2022-09-25,EMEA,12264,Starter,5,47,Outbound,Kristin Gutierrez
CUS-00371,Espinoza-Johnson,1001-5000,Manufacturing,2023-06-21,North America,21286,Starter,10,72,Inbound,Mark Perez
CUS-00372,Morgan and Sons,201-500,Technology,2022-11-27,APAC,10456,Starter,6,45,Partner,Kenneth Carlson
CUS-00373,Rodriguez Inc,1001-5000,Real Estate,2024-06-23,EMEA,10095,Starter,4,51,Event,Amanda Adkins
CUS-00374,"Clark, Vaughn and Johnson",201-500,Media,2025-02-03,EMEA,93852,Professional,33,48,Partner,Dominique Alexander
CUS-00375,"Snyder, Porter and Maldonado",201-500,Finance,2024-05-25,LATAM,12135,Starter,9,48,Partner,Kenneth Carlson
CUS-00376,Medina-Adams,501-1000,Professional Services,2025-02-22,EMEA,32137,Growth,13,46,Referral,Kristin Gutierrez
CUS-00377,"Campbell, Wilson and Turner",51-200,Education,2022-01-20,North America,376738,Enterprise,27,79,Referral,Kristin Gutierrez
CUS-00378,"Walls, Duarte and Brown",501-1000,Media,2022-08-18,EMEA,10063,Starter,1,27,Paid Search,Robert Morris
CUS-00379,Scott-Barnett,201-500,Media,2022-06-04,APAC,95398,Professional,17,84,Outbound,Patrick Smith
CUS-00380,Schmitt-Taylor,1-50,Retail,2022-11-02,APAC,26264,Growth,19,48,Event,Robert Young
CUS-00381,"Boone, Gibson and Smith",1-50,Real Estate,2025-01-22,APAC,11576,Starter,9,78,Referral,Robert Morris
CUS-00382,Lowery LLC,51-200,Technology,2022-03-15,EMEA,90505,Professional,19,90,Outbound,Lisa Nolan
CUS-00383,Sanchez-Miller,1001-5000,Logistics,2024-01-27,North America,123960,Professional,25,78,Outbound,Kristin Gutierrez
CUS-00384,"Green, Mccann and Clark",5000+,Retail,2025-04-07,APAC,389824,Enterprise,70,50,Outbound,Amanda Adkins
CUS-00385,Rubio Ltd,51-200,Media,2025-02-05,APAC,87345,Professional,26,60,Referral,Jeffery Garza
CUS-00386,Lopez LLC,51-200,Logistics,2022-10-31,North America,172925,Professional,38,56,Outbound,Amber Robertson
CUS-00387,Mahoney-Pennington,51-200,Finance,2024-05-30,North America,31357,Growth,13,50,Paid Search,Amanda White
CUS-00388,Davis-Holmes,1001-5000,Media,2022-09-19,LATAM,12436,Starter,8,75,Referral,Amanda White
CUS-00389,Marquez Inc,51-200,Real Estate,2022-03-27,APAC,78271,Professional,24,67,Paid Search,Mr. Sean Simmons
CUS-00390,Keller-Hayes,1001-5000,Manufacturing,2023-09-24,APAC,49217,Professional,19,60,Inbound,Lisa Bennett
CUS-00391,"Bradford, Espinoza and Sanchez",501-1000,Education,2024-01-17,APAC,307500,Enterprise,80,62,Outbound,Amber Robertson
CUS-00392,Pacheco-Green,1001-5000,Manufacturing,2022-03-23,EMEA,15381,Growth,5,54,Inbound,Mark Perez
CUS-00393,"Yang, Lee and Murray",201-500,Professional Services,2024-01-03,EMEA,29914,Growth,10,69,Outbound,Elizabeth Martinez
CUS-00394,"Webster, Moore and Nelson",501-1000,Education,2023-03-07,EMEA,167201,Professional,26,45,Paid Search,Amanda Adkins
CUS-00395,Novak Inc,201-500,Logistics,2023-05-27,North America,23674,Growth,18,63,Inbound,Mark Perez
CUS-00396,Hill-Morris,1001-5000,Professional Services,2022-07-30,APAC,179435,Enterprise,35,80,Partner,Dominique Alexander
CUS-00397,"Wells, Davis and Wilson",1001-5000,Technology,2023-12-26,EMEA,633979,Enterprise,57,47,Inbound,Kristin Gutierrez
CUS-00398,"Price, Davenport and Medina",201-500,Technology,2025-02-20,EMEA,27519,Growth,6,40,Partner,Brent Smith
CUS-00399,Perez-Martinez,501-1000,Technology,2024-04-12,EMEA,99451,Professional,32,69,Paid Search,Dawn Moore
CUS-00400,Foster Inc,1001-5000,Media,2025-06-25,EMEA,131771,Professional,48,91,Referral,Amber Robertson
CUS-00401,Keith Ltd,1001-5000,Manufacturing,2022-11-13,North America,12009,Starter,1,70,Referral,James Smith
CUS-00402,Atkinson Inc,501-1000,Professional Services,2023-04-30,North America,487654,Enterprise,38,64,Outbound,Danny Smith
CUS-00403,Adams LLC,1-50,Professional Services,2022-11-29,North America,44540,Growth,18,83,Content,Lisa Nolan
